"","X","index","brand","model","prod_class","prod_short_descr","num_usr_reviews","rec_rvw_rating","has_reviews","survey_cons","survey_pros","ratings_distribution","user_rating","user_rating_txt","user_rvw_hdln","submit_dateTime","submit_date","submit_time","rvw_username","rvw_userLocation","rvw_userCity","rvw_userState","rvw_userCountry","verified_buyer","verified_reviewer","user_review_content","btm_line_txt","url","reported_exceptions","RevwsGood"
"119",118,118,"Apple","Apple MacBook Pro 15-inch with Retina Display MJLQ2LL/A computer","laptop","A 15.4-inch laptop tested with OS X Yosemite 10.10, an Intel Core i7 2.2GHz processor, 16GB of memory, Intel Iris Pro graphics, and a 256GB solid state drive.",NA,NA,"True","","","",5,NA,"Would Buy Again","2016-07-15T12:28:43.262Z","2016-07-15","12:28:43.262","KUJO","Miami","","Miami","USA",NA,"Verified Reviewer","Had to replace my 2004 Mac Pro - with a Mac Pro...would do it again.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-pro-15-inch-with-retina-display-mjlq2ll-a-381914/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"120",119,119,"Asus","Asus ZenBook Flip UX360CA computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core m3-6Y30 0.9GHz processor, 8GB of memory, Intel HD Graphics 515 graphics, a touchscreen, and a 512GB solid state drive.",3,3,"True","CONS
2 Heavy
1 Keyboard Lacks Backlight
1 Not As Fast As Expected
1 Poor Battery Life
1 Slow","PROS
3 Durable Construction
2 Adequate Storage
2 Fast
1 Good Battery Life
1 Heavier Than Expected","5 Stars 1
4 Stars 0
3 Stars 1
2 Stars 0
1 Star
1",1,NA,"Steer clear!","2017-03-19T18:26:50.086Z","2017-03-19","18:26:50.086","Brooklyn Bob","Marblehead, MA","Marblehead"," MA","USA",NA,"","This is the first review I've written for CR after 40 years as a subscriber, so obviously I'm upset. I bought this in January after reading CR's take. Maybe mine is just a lemon. Amazon wouldn't take it back, making this the last time I'll buy a computer from them (bought 3 others in the past). Apparently Best Buy will service what you buy for a year. In any event, the touch pad is maddening, the keys often don't work, and in some ways it is actually slower than my 6 year old software glutted Acer 1430z with Windows 7 (which was half the price). Also Windows 10 is not as intuitive as 7 and doesn't seem to work as well with my Home Group. As a PC user since 1988 I was reluctant to go to a Mac. I guess I was wrong.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"121",120,120,"Asus","Asus ZenBook Flip UX360CA computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core m3-6Y30 0.9GHz processor, 8GB of memory, Intel HD Graphics 515 graphics, a touchscreen, and a 512GB solid state drive.",NA,NA,"True","","","",5,NA,"Tremendous Value!","2017-01-15T19:18:45.213Z","2017-01-15","19:18:45.213","Steve","Portland, OR","Portland"," OR","USA",NA,"Verified Reviewer","This is the best value in a lightweight travel pc. It is beautiful, solid, fast and quiet. Works flawlessly - and looks and feels like a $1200 computer. It's a no-brainer. Just a fantastic value. Plus a very long battery life. And it weighs less that 3 lbs. It's a wonderful computer. The only option it lacks is a backlit keyboard. That doesn't affect my use at all . . . but if you like to work in the dark, you might want that feature.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"122",121,121,"Asus","Asus ZenBook Flip UX360CA computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core m3-6Y30 0.9GHz processor, 8GB of memory, Intel HD Graphics 515 graphics, a touchscreen, and a 512GB solid state drive.",NA,NA,"True","","","",3,NA,"Not Worthy of CR's rating","2017-01-08T18:08:45.452Z","2017-01-08","18:08:45.452","Bob from Brooklyn","Boston, MA","Boston"," MA","USA",NA,"","Although I've used PCs since 1987, at this point I feel I should've gone to a Mac in spite of the learning curve. Not only did I find Windows 10 frustrating and counter-intuitive, but the laptop is heavier than expected, has an exasperating touch pad and is very slippery to hold. This computer created so many problems during set up that the time wasted may have made up for the time needed to transition to a Mac. In addition I find this just a bit faster than my 6 year old Dell with an I-5.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/asus-zenbook-flip-ux360ca-387106/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"123",122,122,"Asus","Asus ZenBook Pro UX501VW-DS71T computer","laptop","A 15.6-inch laptop tested with Windows 10 Home, an Intel Core i7-6700HQ 2.6GHz processor, 16GB of memory, Nvidia GeForce GTX 960M/Intel HD Graphics 530 graphics, a touchscreen, and a 512GB solid state drive.",1,5,"True","CONS
1 Heavy","PROS
1 Adequate Storage
1 Durable Construction
1 Easy To Use
1 Fast
1 Good Battery Life","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star 0",5,NA,"Excellent!","2017-01-29T20:15:44.919Z","2017-01-29","20:15:44.919","Gerritt","Joplin, MO","Joplin"," MO","USA",NA,"Verified Reviewer","This is an excellent computer especially for the price, this is a great deal for anybody in the market of buying a high end computer. I use it mainly for photo editing and uploading photos to the web. I have had no issues at all. It is quick and the photos look very sharp on its display. Apple computers are rated higher and I've had Apple computers before but this computer is MUCH better. I am certain this computer could handle just about anything and I am very satisfied with my purchase.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/asus-zenbook-pro-ux501vw-ds71t-386108/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"124",123,123,"Dell","Dell Inspiron I7579-0028GRY computer","laptop","A 15.6-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-7200U 2.5GHz processor, 8GB of memory, Intel HD Graphics 620 graphics, a touchscreen, and a 256GB solid state drive.",1,5,"True","CONS
No Cons","PROS
1 Adequate Storage
1 Durable Construction
1 Easy To Use
1 Fast
1 Good Battery Life","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star 0",5,NA,"Wonderful Laptop. Love it.","2017-02-14T18:45:44.496Z","2017-02-14","18:45:44.496","Zerick,","San Diego Ca","","San Diego Ca","USA",NA,"Verified Reviewer","I had been looking for the right laptop. This is by far better than I could imagine. It has all the features that you could ask for. It is super fast, love the back lighted key board. The touch screen makes it really easy to use the screen. Then the tablet mode. OMG. It is so easy to use and work with. I find that my work presentations look much better. Dell hit a home run with this Laptop. I am pleased with this big time. For my type of work this is by far the best thing that I could use. Taking notes in class is now the best part of going to school at night. LOVE IT!","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/dell-inspiron-i7579-0028gry-388094/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"125",124,124,"HP","HP Pavilion M1-U001DX computer","laptop","An 11.6-inch convertible laptop tested with Windows 10 Home, an Intel Pentium N3710 1.6GHz processor, 4GB of memory, Intel HD Graphics graphics, a touchscreen, and a 500GB hard drive.",1,3,"True","CONS
1 Slow","PROS
1 Easy To Use","5 Stars 0
4 Stars 0
3 Stars 1
2 Stars 0
1 Star 0",3,NA,"Good Basic Computer","2016-08-28T22:07:37.082Z","2016-08-28","22:07:37.082","Todd","Montana","","Montana","USA",NA,"","This is a good budget-conscious entry level computer I bought for my child. The touch screen and tablet feature is a great transition always with the dedicated keyboard available. I have to admit, it's odd folding the keyboard 360 degrees backwards for tablet setup and placing the computer down in essence on top of the keys. It turns off so you won't type, but I could see you getting things into the keys if you're not careful. I like the ""tent"" setup where you fold the keyboard back so it looks like a tent. It goes into tablet mode but lets you watch video without having to hold it like traditional tablets. It is a bit slow with the Pentium processor and the physical platen hard drive (not solid state) but all of this is why it's a a very reasonable price. It's still 500 MB of hard drive. Things to consider on these new 2-in-1 machines 1. Most have gotten rid of the CD/DVD drive, this is the case here. I don't miss it 2. Many don't have card readers, this one does which I really like 3. Most have gone down to 1 USB port. This has 3, 1x USB 2.0 and 2x USB 3.0. This was a big reason I liked this computer 4. Most have relatively inaccessible batteries which is the case here 5. Most have limited external monitor ports. Most have only 1 and it's usually HDMI. The most recent are mini-HDMI which means all new cables. This has a standard HDMI which was a big reason I bought this one. Diplay Port (Dell) and mini-Display Port (Apple) are the others.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-pavilion-m1-u001dx-386340/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"126",125,125,"HP","HP Pavilion x360 m3-u103dx computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-7200U 2.5GHz processor, 8GB of memory, Intel HD Graphics 620 graphics, a touchscreen, and a 128GB hard drive.",1,4,"True","CONS
1 Heavy","PROS
1 Easy To Hold
1 Easy To Use
1 Fast
1 Good Battery Life
1 Lightweight","5 Stars 0
4 Stars 1
3 Stars 0
2 Stars 0
1 Star 0",4,NA,"this the laptop that i really need it","2017-02-06T12:13:50.215Z","2017-02-06","12:13:50.215","Elie The King","Antelias, Mezher,Lebanon","Antelias"," Mezher","Lebanon",NA,"","The Product is used by a simply way This Laptop is smallmand we can bring it with us evrywhere and can use it whenever we need it , his software is fast and can make me happy to finish my business work The things that aren't great about it is that is not a good for a movie player or any videos or games.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-pavilion-x360-m3-u103dx-388096/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"127",126,126,"HP","HP Stream 11-y010nr computer","laptop","An 11.6-inch laptop tested with Windows 10 Home, an Intel Celeron N3060 1.6GHz processor, 4GB of memory, Intel HD Graphics graphics, and a 32GB solid state drive.",1,3,"True","CONS
1 Slow","PROS
1 Adequate Storage
1 Easy To Use
1 Good Battery Life
1 Lightweight","5 Stars 0
4 Stars 0
3 Stars 1
2 Stars 0
1 Star 0",3,NA,"Better than expected but not as strong as it should be","2017-06-21T16:05:03.414Z","2017-06-21","16:05:03.414","John Adams","El Paso, Tx.","El Paso"," Tx.","USA",NA,"Verified Reviewer","I am at the same time happy and realistic. I bought my Stream refurbished to replace an old netbook I had been keeping on life support for years. While my HP Stream is very quick to respond in most areas of my daily regime, it is not a strong multi-tasker. I do consider it a worthy chrome book challenger but feel like it is not the equivalent of my old Acer ""eee pc"" netbook. I do intend to tweak settings and remove HP bloatware and ""make a go of it"" nonetheless.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/hp-stream-11-y010nr-387459/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"128",127,127,"Lenovo","Lenovo ThinkPad X1 Yoga computer","laptop","A 14-inch convertible laptop tested with Windows 10 Pro, an Intel Core i7-6500U 2.5GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 256GB solid state drive.",2,3,"True","CONS
1 Crashes/Freezes
1 Unreliable Performance","PROS
2 Adequate Storage
2 Durable Construction
2 Fast
2 Good Battery Life
2 Lightweight","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star
1",1,NA,"Great Product. Until it burned to a crisp!","2017-04-13T10:46:20.807Z","2017-04-13","10:46:20.807","Dan","Albany, OR","Albany"," OR","USA",NA,"","After 1 year and only 300 hours of use, the unit randomly overheated, and fried itself to a crisp. It is 1 month outside of warranty, and now it is more expense to repair than replace. I will never buy a Lenovo again.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/lenovo-thinkpad-x1-yoga-385732/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
